tur_id,player_hand_val,player_hand_type,dealer_up,true_count,action,sonuc
49273,14,Hard,8,0.0,hit,kazandi
49273,15,Soft,8,-0.17,hit,
49273,21,Soft,8,0.0,stand,
49274,20,Hard,K,-0.34,stand,kazandi
49274,13,Hard,K,-0.34,hit,kazandi
49274,19,Hard,K,-0.17,stand,
49275,13,Hard,A,0.0,hit,kaybetti
49275,17,Hard,A,0.17,stand,kaybetti
49275,16,Hard,A,0.17,hit,
49275,19,Hard,A,0.34,stand,
49276,21,Soft,10,-0.68,stand,kazandi
49276,16,Hard,10,-0.68,hit,kaybetti
49276,18,Hard,10,-0.51,stand,
49277,8,Hard,Q,0.17,hit,push
49277,15,Hard,Q,0.17,hit,kaybetti
49277,17,Hard,Q,0.34,stand,
49277,15,Hard,Q,0.34,hit,
49278,19,Hard,8,-0.34,stand,push
49278,15,Hard,8,-0.34,hit,kaybetti
49278,16,Soft,8,-0.51,hit,
49279,20,Hard,8,0.17,stand,kazandi
49279,5,Hard,8,0.17,hit,kazandi
49279,7,Hard,8,0.34,hit,
49279,17,Hard,8,0.17,stand,
49280,12,Hard,8,0.17,hit,kaybetti
49280,14,Hard,8,0.0,hit,kazandi
49280,19,Hard,8,0.17,stand,
49281,12,Hard,3,0.17,stand,kazandi
49281,12,Hard,3,0.17,stand,kazandi
49282,8,Hard,2,0.51,hit,kaybetti
49282,18,Hard,2,0.34,stand,kaybetti
49282,18,Hard,2,0.34,stand,
49283,16,Hard,Q,0.0,stand,kaybetti
49283,15,Soft,Q,0.0,hit,kaybetti
49283,16,Soft,Q,-0.17,hit,
49283,18,Soft,Q,0.0,stand,
49284,21,Soft,8,-0.34,stand,kazandi
49284,19,Hard,8,-0.34,stand,push
49285,16,Hard,9,-0.51,hit,kaybetti
49285,12,Soft,9,-0.68,hit,kazandi
49285,12,Soft,9,-0.86,hit,
49285,13,Soft,9,-1.03,hit,
49285,14,Soft,9,-1.21,hit,
49285,21,Soft,9,-1.21,stand,
49286,18,Hard,Q,-0.85,stand,kaybetti
49286,20,Hard,Q,-0.85,stand,push
49287,20,Hard,2,0.0,stand,push
49287,16,Hard,2,0.0,stand,kaybetti
49288,18,Hard,8,-0.34,stand,kazandi
49288,18,Hard,8,-0.34,stand,kazandi
49289,9,Hard,4,0.0,double,kazandi
49289,20,Hard,4,0.0,stand,kazandi
49290,13,Hard,9,0.17,hit,kaybetti
49290,16,Hard,9,0.34,hit,kaybetti
49290,17,Soft,9,0.17,stand,
49290,14,Hard,9,0.17,hit,
49291,18,Hard,A,-0.34,stand,kazandi
49291,19,Soft,A,-0.34,stand,kazandi
49292,12,Hard,7,0.34,hit,kazandi
49292,21,Hard,7,0.34,stand,kazandi
49292,13,Soft,7,0.34,hit,
49292,20,Soft,7,0.34,stand,
49293,20,Hard,J,0.0,stand,push
49293,5,Hard,J,0.0,hit,kaybetti
49293,14,Hard,J,0.0,hit,
49294,18,Hard,10,0.0,stand,kaybetti
49294,10,Hard,10,0.0,hit,push
49294,20,Hard,10,-0.17,stand,
49295,15,Hard,3,0.0,stand,kaybetti
49295,19,Hard,3,0.0,stand,kaybetti
49296,21,Soft,8,-0.68,stand,kazandi
49296,18,Hard,8,-0.68,stand,push
49297,20,Hard,10,-0.51,stand,kazandi
49297,20,Soft,10,-0.51,stand,kazandi
49298,14,Soft,8,0.0,hit,kazandi
49298,19,Soft,8,0.17,stand,push
49298,17,Soft,8,0.17,stand,
49299,12,Hard,A,0.0,hit,kaybetti
49299,17,Hard,A,0.17,stand,push
49299,12,Hard,A,0.17,hit,
49299,21,Hard,A,0.17,stand,
49300,20,Soft,4,-0.34,stand,kazandi
49300,17,Hard,4,-0.34,stand,kazandi
49301,14,Soft,8,0.17,hit,kaybetti
49301,17,Soft,8,0.34,stand,push
49301,5,Hard,8,0.34,hit,
49301,15,Hard,8,0.17,hit,
49301,18,Hard,8,0.34,stand,
49302,13,Hard,8,0.0,hit,push
49302,14,Soft,8,-0.17,hit,push
49302,19,Soft,8,0.0,stand,
49302,14,Hard,8,0.0,hit,
49302,19,Hard,8,0.17,stand,
49303,14,Hard,3,0.34,stand,kaybetti
49303,18,Hard,3,0.34,stand,kaybetti
49304,6,Hard,A,0.17,hit,kaybetti
49304,16,Hard,A,0.0,hit,kaybetti
49304,16,Hard,A,-0.17,hit,
49305,12,Hard,Q,-0.34,hit,kaybetti
49305,17,Hard,Q,-0.51,stand,kaybetti
49306,19,Hard,5,0.17,stand,kaybetti
49306,15,Hard,5,0.17,stand,kaybetti
49307,10,Hard,K,-0.34,hit,kaybetti
49307,14,Hard,K,-0.17,hit,kaybetti
49307,19,Hard,K,0.0,stand,
49307,18,Hard,K,0.0,stand,
49308,12,Hard,5,0.17,stand,kaybetti
49308,20,Hard,5,0.17,stand,kazandi
49309,10,Hard,8,0.0,double,kazandi
49309,16,Hard,8,-0.17,hit,kaybetti
49310,20,Hard,10,-0.68,stand,kazandi
49310,18,Hard,10,-0.68,stand,kazandi
49311,20,Hard,6,-0.17,stand,kazandi
49311,19,Soft,6,-0.17,stand,kazandi
49312,13,Hard,K,0.0,hit,kaybetti
49312,15,Hard,K,0.17,hit,kaybetti
49312,17,Hard,K,0.34,stand,
49312,8,Hard,K,0.34,hit,
49312,18,Hard,K,0.17,stand,
49313,12,Hard,2,0.0,stand,kazandi
49313,21,Soft,2,0.0,stand,kazandi
49314,14,Soft,6,0.0,stand,kaybetti
49314,20,Hard,6,0.0,stand,kazandi
49315,5,Hard,K,0.17,hit,kaybetti
49315,8,Hard,K,0.34,hit,kazandi
49315,12,Hard,K,0.51,hit,
49315,14,Hard,K,0.34,hit,
49315,18,Hard,K,0.52,stand,
49316,11,Hard,A,-0.17,hit,kazandi
49316,21,Hard,A,-0.34,stand,kazandi
49316,19,Hard,A,-0.34,stand,
49317,14,Hard,6,0.17,stand,kazandi
49317,17,Hard,6,0.17,stand,kazandi
49318,19,Hard,5,-0.17,stand,kaybetti
49318,13,Hard,5,-0.17,stand,kaybetti
49319,10,Hard,6,0.68,double,kazandi
49319,16,Hard,6,0.68,stand,kazandi
49320,11,Hard,4,0.68,double,kazandi
49320,7,Hard,4,0.68,hit,kazandi
49320,10,Hard,4,0.86,double,
49321,17,Hard,7,0.0,stand,push
49321,16,Hard,7,0.0,hit,kaybetti
49322,14,Soft,8,0.17,hit,kaybetti
49322,15,Soft,8,0.0,hit,kazandi
49322,15,Soft,8,-0.17,hit,
49322,17,Soft,8,0.0,stand,
49322,10,Hard,8,0.0,double,
49323,20,Hard,K,-0.85,stand,push
49323,18,Soft,K,-0.85,stand,kaybetti
49324,5,Hard,K,0.0,hit,kaybetti
49324,12,Hard,K,0.0,hit,kaybetti
49324,17,Hard,K,0.17,stand,
49324,20,Hard,K,0.17,stand,
49325,13,Hard,J,0.17,hit,kaybetti
49325,11,Hard,J,0.0,hit,kaybetti
49325,16,Hard,J,0.17,stand,
49326,18,Hard,5,0.0,stand,kaybetti
49326,19,Hard,5,0.0,stand,push
49327,7,Hard,7,0.51,hit,kaybetti
49327,18,Soft,7,0.34,stand,kaybetti
49327,15,Hard,7,0.34,hit,
49327,16,Soft,7,0.17,hit,
49328,15,Hard,2,0.34,stand,kaybetti
49328,17,Hard,2,0.34,stand,push
49329,13,Hard,2,0.17,stand,kazandi
49329,13,Hard,2,0.17,stand,kazandi
49330,19,Soft,K,-0.34,stand,kazandi
49330,12,Hard,K,-0.34,hit,kazandi
49330,20,Hard,K,-0.34,stand,
49331,19,Hard,7,-0.17,stand,push
49331,17,Hard,7,-0.17,stand,kaybetti
49332,13,Hard,5,0.34,stand,kaybetti
49332,18,Hard,5,0.34,stand,kaybetti
49333,12,Hard,4,0.17,stand,kaybetti
49333,14,Hard,4,0.17,stand,kaybetti
49334,6,Hard,10,-0.34,hit,kaybetti
49334,14,Hard,10,-0.34,hit,push
49334,18,Hard,10,-0.17,stand,
49334,20,Hard,10,-0.17,stand,
49335,14,Hard,9,0.17,hit,kaybetti
49335,9,Hard,9,0.0,double,kaybetti
49336,15,Hard,3,0.17,stand,kaybetti
49336,14,Hard,3,0.17,stand,kaybetti
49337,20,Hard,6,0.34,stand,push
49337,8,Hard,6,0.34,hit,kaybetti
49337,17,Hard,6,0.34,stand,
49338,18,Hard,J,0.0,stand,push
49338,11,Hard,J,0.0,hit,kazandi
49338,21,Hard,J,-0.17,stand,
49339,20,Hard,7,-0.17,stand,kazandi
49339,14,Soft,7,-0.17,hit,kaybetti
49339,14,Soft,7,-0.34,hit,
49340,16,Hard,Q,-0.17,hit,kazandi
49340,21,Hard,Q,0.0,stand,kazandi
49340,19,Hard,Q,0.0,stand,
49341,21,Soft,K,-0.34,stand,kazandi
49341,7,Hard,K,-0.34,hit,kaybetti
49341,17,Hard,K,-0.51,stand,
49342,20,Soft,3,0.34,stand,kazandi
49342,15,Hard,3,0.34,stand,kaybetti
49343,15,Hard,K,0.34,hit,kaybetti
49343,9,Hard,K,0.17,hit,kazandi
49343,19,Hard,K,0.0,stand,
49344,20,Soft,2,0.17,stand,kazandi
49344,13,Soft,2,0.17,stand,kaybetti
49345,17,Soft,J,-0.34,stand,kaybetti
49345,19,Soft,J,-0.34,stand,push
49346,6,Hard,J,0.0,hit,kaybetti
49346,16,Hard,J,-0.17,hit,kaybetti
49346,18,Hard,J,-0.34,stand,
49347,16,Hard,3,-0.34,stand,kaybetti
49347,21,Soft,3,-0.34,stand,kazandi
49348,20,Hard,9,-0.68,stand,push
49348,18,Hard,9,-0.68,stand,kaybetti
49349,9,Hard,2,0.17,double,kaybetti
49349,18,Hard,2,0.34,stand,kazandi
49350,12,Hard,A,-0.34,hit,kaybetti
49350,16,Hard,A,-0.51,hit,kaybetti
49351,17,Hard,9,-0.34,stand,kaybetti
49351,17,Hard,9,-0.34,stand,kaybetti
49352,15,Soft,A,-0.17,hit,kaybetti
49352,17,Soft,A,0.0,stand,kaybetti
49352,13,Hard,A,0.0,hit,
49352,17,Hard,A,0.17,stand,
49353,13,Soft,5,0.34,stand,kazandi
49353,18,Hard,5,0.34,stand,kazandi
49354,8,Hard,J,0.0,hit,kaybetti
49354,14,Hard,J,0.17,hit,kaybetti
49354,17,Soft,J,0.17,stand,
49355,17,Hard,8,0.17,stand,kaybetti
49355,7,Hard,8,0.17,hit,kaybetti
49355,12,Hard,8,0.34,hit,
49355,13,Soft,8,0.17,hit,
49356,18,Hard,Q,-0.17,stand,kaybetti
49356,13,Hard,Q,-0.17,hit,kaybetti
49356,14,Soft,Q,-0.34,hit,
49357,17,Hard,K,-0.34,stand,kazandi
49357,19,Soft,K,-0.34,stand,kazandi
49358,18,Hard,Q,0.34,stand,kazandi
49358,8,Hard,Q,0.34,hit,kazandi
49358,12,Hard,Q,0.51,hit,
49358,19,Hard,Q,0.51,stand,
49359,16,Soft,A,-0.17,hit,kaybetti
49359,18,Soft,A,0.0,stand,kaybetti
49359,17,Hard,A,0.0,stand,
49360,14,Hard,Q,-0.34,hit,kaybetti
49360,20,Soft,Q,-0.51,stand,push
49361,13,Hard,3,0.17,stand,kaybetti
49361,12,Hard,3,0.17,stand,kaybetti
49362,16,Hard,A,-0.17,hit,kaybetti
49362,20,Soft,A,-0.17,stand,kazandi
49363,15,Soft,4,0.34,stand,kazandi
49363,18,Hard,4,0.34,stand,kazandi
49364,8,Hard,5,0.17,hit,kazandi
49364,10,Hard,5,0.34,double,push
49364,19,Hard,5,0.17,stand,
49365,19,Hard,8,-0.17,stand,kazandi
49365,13,Hard,8,-0.17,hit,kazandi
49365,21,Hard,8,-0.17,stand,
49366,10,Hard,J,0.68,hit,kaybetti
49366,14,Hard,J,0.85,hit,kaybetti
49366,11,Hard,J,0.68,hit,
49366,15,Hard,J,0.86,hit,
49366,16,Soft,J,0.69,stand,
49367,13,Soft,6,0.34,stand,kaybetti
49367,15,Hard,6,0.34,stand,kaybetti
49368,13,Hard,3,-0.17,stand,kaybetti
49368,17,Hard,3,-0.17,stand,kaybetti
49369,20,Soft,3,0.17,stand,kazandi
49369,13,Hard,3,0.17,stand,kaybetti
49370,14,Soft,J,-0.51,hit,kazandi
49370,21,Soft,J,-0.51,stand,kazandi
49370,20,Hard,J,-0.51,stand,
49371,15,Hard,4,0.17,stand,kaybetti
49371,13,Hard,4,0.17,stand,kaybetti
49372,12,Hard,5,-0.17,stand,kaybetti
49372,20,Hard,5,-0.17,stand,kaybetti
49373,20,Hard,9,-0.34,stand,kazandi
49373,12,Hard,9,-0.34,hit,kaybetti
49373,16,Hard,9,-0.17,hit,
49374,16,Soft,8,-0.17,hit,kazandi
49374,20,Soft,8,0.0,stand,kaybetti
49374,16,Hard,8,0.0,hit,
49375,14,Hard,A,0.0,hit,kaybetti
49375,16,Hard,A,0.17,hit,kaybetti
49375,15,Soft,A,0.34,hit,
49375,15,Soft,A,0.17,hit,
49375,19,Soft,A,0.34,stand,
49376,13,Hard,4,0.51,stand,kaybetti
49376,12,Hard,4,0.51,stand,kaybetti
49377,12,Hard,9,0.17,hit,kaybetti
49377,15,Hard,9,0.34,hit,kaybetti
49377,15,Hard,9,0.17,hit,
49377,18,Hard,9,0.34,stand,
49378,16,Hard,7,0.0,hit,kazandi
49378,20,Hard,7,0.17,stand,kazandi
49378,13,Hard,7,0.17,hit,
49378,18,Hard,7,0.34,stand,
49379,12,Hard,Q,-0.34,hit,kaybetti
49379,19,Hard,Q,-0.34,stand,kaybetti
49379,14,Hard,Q,-0.34,hit,
49379,17,Hard,Q,-0.17,stand,
49380,14,Hard,A,0.0,hit,kazandi
49380,18,Hard,A,0.17,stand,kaybetti
49380,16,Hard,A,0.17,hit,
49381,18,Hard,10,-0.34,stand,kaybetti
49381,14,Hard,10,-0.34,hit,kaybetti
49381,15,Soft,10,-0.51,hit,
49382,4,Hard,A,0.51,hit,kazandi
49382,14,Hard,A,0.34,hit,kaybetti
49382,19,Hard,A,0.51,stand,
49382,11,Hard,A,0.51,hit,
49382,15,Hard,A,0.69,hit,
49383,10,Hard,4,0.68,double,kaybetti
49383,11,Hard,4,0.51,double,push
49384,19,Hard,8,-0.51,stand,push
49384,18,Hard,8,-0.51,stand,kaybetti
49385,11,Hard,6,1.02,double,kazandi
49385,5,Hard,6,0.85,hit,kazandi
49385,14,Hard,6,0.86,stand,
49386,21,Soft,Q,-1.02,stand,kazandi
49386,20,Hard,Q,-1.02,stand,push
49387,11,Hard,K,-0.17,hit,kaybetti
49387,16,Hard,K,0.0,stand,push
49387,14,Hard,K,0.0,hit,
49387,21,Hard,K,0.0,stand,
49388,15,Hard,K,-0.68,hit,kaybetti
49388,21,Soft,K,-0.85,stand,kazandi
49389,10,Hard,6,0.68,double,kaybetti
49389,16,Hard,6,0.51,stand,kaybetti
49390,14,Hard,2,0.17,stand,kaybetti
49390,14,Hard,2,0.17,stand,kaybetti
49391,14,Soft,4,0.34,stand,kazandi
49391,14,Hard,4,0.34,stand,kazandi
49392,13,Hard,J,-0.34,hit,kaybetti
49392,14,Hard,J,-0.34,hit,kaybetti
49393,9,Hard,K,0.17,hit,kaybetti
49393,11,Hard,K,0.34,hit,kazandi
49393,12,Soft,K,0.17,hit,
49393,14,Soft,K,0.0,hit,
49393,15,Soft,K,-0.17,hit,
49393,15,Soft,K,-0.35,hit,
49393,20,Soft,K,-0.17,stand,
49394,17,Hard,4,0.17,stand,kaybetti
49394,9,Hard,4,0.17,double,kaybetti
49395,17,Hard,J,0.0,stand,kaybetti
49395,11,Hard,J,0.0,hit,push
49395,21,Hard,J,-0.17,stand,
49396,6,Hard,9,0.51,hit,kazandi
49396,16,Hard,9,0.34,hit,kaybetti
49396,19,Hard,9,0.51,stand,
49396,15,Hard,9,0.51,hit,
49397,21,Soft,2,0.17,stand,kazandi
49397,12,Hard,2,0.17,stand,kazandi
49398,16,Hard,K,-0.17,hit,kazandi
49398,21,Hard,K,0.0,stand,kaybetti
49398,14,Hard,K,0.0,hit,
49399,17,Hard,6,-0.17,stand,kaybetti
49399,19,Hard,6,-0.17,stand,push
49400,15,Soft,9,0.51,hit,kazandi
49400,19,Soft,9,0.68,stand,kazandi
49400,6,Hard,9,0.68,hit,
49400,16,Hard,9,0.51,hit,
49400,20,Hard,9,0.69,stand,
49401,13,Hard,8,0.17,hit,kaybetti
49401,14,Hard,8,0.17,hit,kaybetti
49402,13,Hard,6,-0.17,stand,kazandi
49402,19,Hard,6,-0.17,stand,kazandi
49403,12,Hard,9,0.34,hit,kazandi
49403,18,Hard,9,0.51,stand,kazandi
49403,11,Hard,9,0.51,double,
49404,13,Hard,K,0.0,hit,push
49404,21,Hard,K,0.0,stand,push
49404,5,Hard,K,0.0,hit,
49404,11,Hard,K,0.17,hit,
49404,21,Hard,K,0.0,stand,
49405,17,Hard,10,-0.51,stand,kaybetti
49405,15,Hard,10,-0.51,hit,kaybetti
49405,18,Hard,10,-0.34,stand,
49406,15,Hard,9,-0.34,hit,kaybetti
49406,18,Hard,9,-0.17,stand,kaybetti
49406,18,Hard,9,-0.17,stand,
49407,15,Soft,K,-0.34,hit,kaybetti
49407,15,Soft,K,-0.51,hit,kaybetti
49407,16,Soft,K,-0.68,hit,
49407,18,Soft,K,-0.51,stand,
49407,12,Hard,K,-0.51,hit,
49407,13,Soft,K,-0.69,hit,
49407,19,Soft,K,-0.52,stand,
49408,18,Soft,Q,-0.17,stand,kaybetti
49408,6,Hard,Q,-0.17,hit,kazandi
49408,15,Hard,Q,-0.17,hit,
49408,21,Hard,Q,0.0,stand,
49409,10,Hard,K,-0.17,hit,kazandi
49409,19,Hard,K,-0.17,stand,kazandi
49409,21,Soft,K,-0.17,stand,
49410,12,Hard,9,0.0,hit,kazandi
49410,19,Hard,9,0.0,stand,kaybetti
49410,13,Hard,9,0.0,hit,
49411,16,Hard,K,0.0,stand,kaybetti
49411,10,Hard,K,0.0,hit,kaybetti
49411,17,Hard,K,0.0,stand,
49412,9,Hard,9,-0.17,double,kaybetti
49412,20,Hard,9,0.0,stand,kaybetti
49413,20,Hard,K,-0.34,stand,kazandi
49413,13,Hard,K,-0.34,hit,kazandi
49413,21,Hard,K,-0.34,stand,
49414,14,Hard,10,0.34,hit,kaybetti
49414,10,Hard,10,0.17,hit,kaybetti
49414,17,Hard,10,0.17,stand,
49415,16,Hard,A,-0.51,hit,kaybetti
49415,17,Soft,A,-0.68,stand,push
49415,20,Hard,A,-0.68,stand,
49416,20,Hard,J,-0.51,stand,kazandi
49416,16,Hard,J,-0.51,hit,kaybetti
49417,20,Hard,A,-1.02,stand,kaybetti
49417,20,Hard,A,-1.02,stand,kaybetti
49418,9,Hard,5,0.51,double,kazandi
49418,20,Soft,5,0.34,stand,kazandi
49419,15,Hard,9,0.0,hit,kaybetti
49419,11,Hard,9,-0.17,double,kazandi
49420,17,Hard,8,0.17,stand,kazandi
49420,15,Hard,8,0.17,hit,kazandi
49420,17,Hard,8,0.34,stand,
49421,11,Hard,2,0.68,double,kaybetti
49421,8,Hard,2,0.68,hit,kaybetti
49421,11,Hard,2,0.86,double,
49422,19,Hard,7,0.0,stand,push
49422,16,Hard,7,0.0,hit,kaybetti
49422,17,Soft,7,-0.17,stand,
49423,18,Hard,A,-0.51,stand,kaybetti
49423,15,Hard,A,-0.51,hit,kaybetti
49423,17,Hard,A,-0.34,stand,
49424,12,Hard,9,0.17,hit,kaybetti
49424,17,Hard,9,0.34,stand,kaybetti
49424,8,Hard,9,0.34,hit,
49424,13,Hard,9,0.51,hit,
49425,16,Hard,4,0.68,stand,kazandi
49425,7,Hard,4,0.68,hit,kazandi
49425,10,Hard,4,0.85,double,
49426,6,Hard,A,0.0,hit,push
49426,16,Hard,A,-0.17,hit,kazandi
49426,17,Soft,A,-0.34,stand,
49426,15,Hard,A,-0.34,hit,
49426,21,Hard,A,-0.17,stand,
49427,14,Hard,K,-0.34,hit,kazandi
49427,19,Hard,K,-0.17,stand,kazandi
49427,20,Hard,K,-0.17,stand,
49428,16,Hard,10,0.0,stand,kaybetti
49428,6,Hard,10,0.0,hit,push
49428,8,Hard,10,0.17,hit,
49428,12,Hard,10,0.34,hit,
49428,20,Hard,10,0.34,stand,
49429,13,Hard,6,0.34,stand,kaybetti
49429,15,Hard,6,0.34,stand,kaybetti
49430,13,Hard,8,0.17,hit,kaybetti
49430,15,Hard,8,0.0,hit,kaybetti
49431,7,Hard,A,0.17,hit,push
49431,11,Hard,A,0.34,hit,push
49431,21,Hard,A,0.17,stand,
49431,10,Hard,A,0.17,hit,
49431,21,Soft,A,0.0,stand,
49432,16,Hard,3,0.34,stand,kaybetti
49432,6,Hard,3,0.34,hit,kaybetti
49432,16,Hard,3,0.17,stand,
49433,14,Soft,A,-0.17,hit,kaybetti
49433,16,Soft,A,0.0,hit,kaybetti
49433,18,Soft,A,0.17,stand,
49433,11,Hard,A,0.17,hit,
49433,15,Hard,A,0.34,hit,
49434,20,Hard,2,-0.17,stand,kazandi
49434,15,Hard,2,-0.17,stand,kaybetti
49435,13,Hard,7,0.0,hit,kazandi
49435,19,Hard,7,0.17,stand,push
49435,14,Hard,7,0.17,hit,
49435,17,Hard,7,0.34,stand,
49436,19,Hard,9,0.17,stand,kaybetti
49436,10,Hard,9,0.17,double,kaybetti
49437,10,Hard,9,0.0,double,kazandi
49437,19,Hard,9,-0.17,stand,kazandi
49438,16,Soft,3,-0.34,stand,kaybetti
49438,20,Hard,3,-0.34,stand,kazandi
49439,15,Hard,Q,0.0,hit,kazandi
49439,20,Hard,Q,0.17,stand,kaybetti
49439,16,Hard,Q,0.17,stand,
49440,14,Hard,Q,-0.51,hit,kaybetti
49440,17,Hard,Q,-0.68,stand,kaybetti
49441,12,Hard,A,-0.68,hit,kaybetti
49441,18,Hard,A,-0.51,stand,push
49441,21,Soft,A,-0.51,stand,
49442,6,Hard,K,0.0,hit,kaybetti
49442,14,Hard,K,0.0,hit,kaybetti
49442,15,Hard,K,-0.17,hit,
49443,12,Hard,9,0.0,hit,kaybetti
49443,14,Hard,9,0.17,hit,push
49443,17,Hard,9,0.34,stand,
49443,19,Hard,9,0.34,stand,
49444,16,Soft,5,0.0,stand,kaybetti
49444,14,Hard,5,0.0,stand,kaybetti
49445,8,Hard,A,0.51,hit,kazandi
49445,15,Hard,A,0.51,hit,kazandi
49445,19,Hard,A,0.68,stand,
49445,10,Hard,A,0.68,hit,
49445,12,Hard,A,0.86,hit,
49445,21,Hard,A,0.86,stand,
49446,21,Soft,4,0.0,stand,push
49446,9,Hard,4,0.0,double,kaybetti
49447,12,Hard,5,0.0,stand,kazandi
49447,21,Soft,5,0.0,stand,kazandi
49448,17,Hard,9,-0.17,stand,kaybetti
49448,21,Soft,9,-0.17,stand,kazandi
49449,14,Hard,K,0.0,hit,kaybetti
49449,14,Hard,K,-0.17,hit,kaybetti
49449,17,Hard,K,0.0,stand,
49450,12,Hard,6,0.17,stand,kaybetti
49450,18,Soft,6,0.17,stand,kazandi
49451,16,Hard,9,-0.17,hit,kaybetti
49451,21,Soft,9,-0.17,stand,push
49452,13,Hard,Q,0.17,hit,kaybetti
49452,9,Hard,Q,0.0,hit,push
49452,15,Hard,Q,0.17,hit,
49452,20,Hard,Q,0.34,stand,
49453,20,Hard,7,-0.17,stand,kazandi
49453,10,Hard,7,-0.17,double,kazandi
49454,15,Hard,9,0.0,hit,kaybetti
49454,15,Hard,9,0.0,hit,kazandi
49454,18,Hard,9,0.17,stand,
49455,12,Hard,2,0.34,stand,kazandi
49455,18,Hard,2,0.34,stand,kazandi
49456,20,Hard,A,-0.68,stand,kazandi
49456,19,Soft,A,-0.68,stand,kazandi
49457,18,Hard,10,0.17,stand,kazandi
49457,8,Hard,10,0.17,hit,kazandi
49457,19,Soft,10,0.0,stand,
49458,7,Hard,Q,0.0,hit,kaybetti
49458,17,Hard,Q,-0.17,stand,kaybetti
49458,14,Hard,Q,-0.17,hit,
49459,12,Hard,A,0.17,hit,kaybetti
49459,18,Hard,A,0.34,stand,kaybetti
49459,12,Hard,A,0.34,hit,
49460,15,Hard,9,0.17,hit,kaybetti
49460,18,Hard,9,0.0,stand,kazandi
49461,17,Hard,Q,-0.34,stand,kaybetti
49461,21,Soft,Q,-0.34,stand,kazandi
49462,5,Hard,9,0.17,hit,push
49462,15,Hard,9,0.0,hit,kaybetti
49462,19,Hard,9,0.17,stand,
49462,12,Hard,9,0.17,hit,
49462,17,Hard,9,0.34,stand,
49463,16,Hard,8,0.0,hit,kaybetti
49463,13,Hard,8,-0.17,hit,kazandi
49463,21,Hard,8,-0.17,stand,
49464,18,Hard,6,-0.17,stand,kazandi
49464,14,Hard,6,-0.17,stand,kazandi
49465,15,Hard,Q,-0.34,hit,kaybetti
49465,19,Hard,Q,-0.34,stand,kazandi
49466,13,Hard,7,0.0,hit,kazandi
49466,21,Hard,7,0.0,stand,kaybetti
49466,17,Hard,7,0.0,stand,
49467,14,Hard,7,-0.17,hit,kaybetti
49467,16,Hard,7,0.0,hit,kaybetti
49467,20,Hard,7,0.0,stand,
49468,17,Hard,4,0.17,stand,kaybetti
49468,19,Hard,4,0.17,stand,push
49469,10,Hard,J,-0.17,hit,kaybetti
49469,16,Hard,J,0.0,stand,kazandi
49469,12,Hard,J,0.0,hit,
49469,21,Hard,J,0.0,stand,
49470,16,Hard,10,-0.51,hit,kazandi
49470,20,Hard,10,-0.34,stand,kazandi
49470,21,Soft,10,-0.34,stand,
49471,18,Soft,7,-0.68,stand,push
49471,20,Hard,7,-0.68,stand,kazandi
49472,20,Hard,7,-0.17,stand,kaybetti
49472,13,Soft,7,-0.17,hit,kaybetti
49472,13,Soft,7,-0.34,hit,
49472,14,Soft,7,-0.51,hit,
49472,19,Soft,7,-0.34,stand,
49473,12,Hard,3,0.17,stand,kazandi
49473,17,Hard,3,0.17,stand,kazandi
49474,15,Hard,9,0.0,hit,kaybetti
49474,17,Hard,9,0.17,stand,kaybetti
49474,12,Hard,9,0.17,hit,
49474,15,Hard,9,0.34,hit,
49474,17,Hard,9,0.51,stand,
49475,7,Hard,3,1.02,hit,kaybetti
49475,12,Hard,3,1.19,stand,push
49475,9,Hard,3,1.19,double,
49476,21,Soft,3,-0.34,stand,kazandi
49476,13,Hard,3,-0.34,stand,kaybetti
49477,6,Hard,5,0.68,hit,kaybetti
49477,16,Hard,5,0.51,stand,kaybetti
49477,10,Hard,5,0.51,double,
49478,12,Hard,9,0.51,hit,kaybetti
49478,16,Hard,9,0.68,hit,kaybetti
49478,6,Hard,9,0.51,hit,
49478,16,Hard,9,0.34,hit,
49479,18,Hard,4,-0.17,stand,kazandi
49479,15,Hard,4,-0.17,stand,kazandi
49480,7,Hard,J,0.51,hit,kaybetti
49480,17,Hard,J,0.34,stand,kaybetti
49480,7,Hard,J,0.34,hit,
49480,17,Hard,J,0.17,stand,
49481,17,Hard,3,0.51,stand,kaybetti
49481,11,Hard,3,0.51,double,push
49482,19,Hard,3,0.34,stand,push
49482,10,Hard,3,0.34,double,kaybetti
49483,18,Hard,9,-0.34,stand,kazandi
49483,21,Soft,9,-0.34,stand,kazandi
49484,18,Hard,7,-0.17,stand,kaybetti
49484,18,Hard,7,-0.17,stand,kaybetti
49485,17,Hard,9,-0.68,stand,kaybetti
49485,21,Soft,9,-0.68,stand,kazandi
49486,20,Hard,3,0.34,stand,kazandi
49486,9,Hard,3,0.34,double,kaybetti
49487,15,Hard,7,0.17,hit,kaybetti
49487,16,Hard,7,0.0,hit,kazandi
49487,20,Hard,7,0.17,stand,
49488,16,Hard,5,0.34,stand,kazandi
49488,12,Hard,5,0.34,stand,kazandi
49489,5,Hard,Q,0.51,hit,kazandi
49489,15,Hard,Q,0.34,hit,kazandi
49489,19,Hard,Q,0.51,stand,
49489,13,Hard,Q,0.51,hit,
49489,19,Hard,Q,0.69,stand,
49490,15,Hard,10,0.0,hit,kazandi
